1, 12627595
2, -455818944
3, 431822816
4, 108716208
5, -179881712
6, 365605856
7, -275292480
8, -211360256
9, 197028400
10, -184046560
11, 114928360
12, 143540128
13, -67612752
14, 84028880
15, -96288552
16, 8378819
17, -62418808
18, -145793536
19, 216632000
20, -79017592
21, 52014804
22, 286573792
23, -333778720
24, -13168050
25, 100159232
26, -341955360
27, 304508544
28, 186950512
29, -251536096
30, 227174960
31, -125910120
32, -276841952
33, 256165824
34, -22461980
35, -60359400
36, 195013216
37, -108735440
38, -105516216
39, 106575888
40, -19248316
41, -50998716
42, 68277112
43, -5581675
44, -85645088
45, 77821216
46, 59869220
47, -106453104
48, 31736794
49, 37607208
50, -117811184
51, 86441256
52, 109256008
53, -161824336
54, 16636202
55, 77040232
56, -178117024
57, 150423776
58, 173985040
59, -252045408
60, 82789792
61, 10827192
62, -293577408
63, 290879808
64, 109554464
65, -190862272
66, 247297200
67, -176528880
68, -237545936
69, 241591536
70, -99600408
71, 38276012
72, 205894768
73, -144239232
74, 9432789
75, -21466912
76, -76967112
77, 25060166
78, -71355832
79, 145678752
80, 5708566
81, -27383186
82, 225034896
83, -288096352
84, -87161840
85, 172491120
86, -317301568
87, 304147648
88, 263915600
89, -339612384
90, 250762240
91, -169243024
92, -382044544
93, 382236160
94, -79468016
95, 3050073
96, 341537312
97, -272274784
98, -42555928
99, 47804796
100, -194030464
101, 127719464
102, 14231824
103, 45955996
104, 90956696
105, -93186536
106, 114053288
107, -169409056
108, -132629752
109, 197834000
110, -194338512
111, 179780960
112, 270593376
113, -329928800
114, 126919080
115, -46497164
116, -358409600
117, 346592704
118, 43023456
119, -120719080
120, 294638752
121, -213239264
122, -169069920
123, 177647600
124, -120893176
125, 38117088
126, 146347600
127, -85976144
128, -17086704
129, 34045520
130, -14325711
131, -48223752
132, 13024498
133, 35673956
134, -83569088
135, 81656592
136, 94809864
137, -143899872
138, 42708464
139, 23682636
140, -165408176
141, 149477360
142, 100187192
143, -166557568
144, 95475200
145, -12790727
146, -205548496
147, 206410896
148, 81289304
149, -166945760
150, 167871728
151, -99293680
152, -226371808
153, 248013184
154, -17345506
155, -58204616
156, 230657792
157, -183187600
158, -108937064
159, 123598592
160, -121805488
161, 66564084
162, 101069504
163, -49702848
164, 35486472
165, -39259136
166, 14244356
167, -70852624
168, -79431680
169, 147795152
170, -102846680
171, 99225704
172, 227972400
173, -300789824
174, 57932544
175, 12755872
176, -348830368
177, 360333184
178, 97134432
179, -176341904
180, 333084000
181, -274817824
182, -232250496
183, 252863680
184, -200469136
185, 129312968
186, 235790592
187, -187949024
188, 79607376
189, -63023720
190, -124373744
191, 64508068
192, -82379768
193, 130864888
194, 25916780
195, -20263704
196, 193160048
197, -250438960
198, -50579312
199, 109656848
200, -285475936
201, 286251584
202, 182568256
203, -251141568
204, 249911152
205, -183347344
206, -297750720
207, 310204160
208, -100558760
209, 19817848
210, 285436896
211, -229298608
212, -40898572
213, 69471704
214, -155457600
215, 82480296
216, 62063696
217, -23970784
218, 27972620
219, -4207237
220, 30861726
221, -84220744
222, -15445391
223, 55996704
224, -118912200
225, 122397544
226, 111917776
227, -165653408
228, 90782008
229, -30070840
230, -199822112
231, 202012224
232, 46535792
233, -121550688
234, 168651216
235, -104970240
236, -177482768
237, 202169568
238, -23604874
239, -57855356
240, 191375568
241, -149352528
242, -122238256
243, 157202480
244, -88710368
245, 26660290
246, 157577968
247, -127601504
248, -19967558
249, 38291136
250, -79805984
251, 30870440
252, 23218450
253, 20643678
254, -2239453
255, 6646348
256, 81142440
257, -141728048
258, -22115322
259, 79624152
260, -185218624
261, 199329920
262, 154152336
263, -228949024
264, 179549808
265, -129542384
266, -287314624
267, 317172352
268, -60883088
269, -10090133
270, 313161760
271, -278491776
272, -67299488
273, 98091696
274, -224483584
275, 166620080
276, 96609552
277, -66162532
278, 121112544
279, -101000928
280, -17427650
281, -34289164
282, -111745464
283, 150163520
284, -72400080
285, 84352856
286, 205874576
287, -263184544
288, 65023288
289, -17169670
290, -305803008
291, 321749248
292, 48612352
293, -116776120
294, 305494944
295, -259627024
296, -171809888
297, 201548224
298, -194585760
299, 124971616
300, 199956368
301, -169491472
302, 66002416
303, -30385984
304, -119737664
305, 64620720
306, -24086122
307, 45052664
308, 19690316
309, 2554513
310, 84416760
311, -128034096
312, -3705658
313, 36870408
314, -160328544
315, 169321712
316, 87873000
317, -142221952
318, 149036784
319, -101073160
320, -184957680
321, 204143456
322, -34918860
323, -35555392
324, 193534000
325, -154995360
326, -95822952
327, 133650848
328, -97412920
329, 33727596
330, 142904400
331, -125114336
332, -21489958
333, 56139288
334, -88044008
335, 44416996
336, 64214652
337, -46386284
338, 8759620
339, 7260671
340, -10154072
341, -31499072
342, -2707414
343, 38229428
344, -64425272
345, 77001064
346, 91289168
347, -149057808
348, 62539584
349, -21961262
350, -197743952
351, 225353136
352, 36699368
353, -101253520
354, 225471872
355, -199173680
356, -157862640
357, 194688384
358, -153643008
359, 100641496
360, 205703936
361, -191236544
362, 53880448
363, -24533288
364, -157752032
365, 116954952
366, -18952878
367, 37502372
368, 81950240
369, -63780552
370, 73593424
371, -115769744
372, -69345448
373, 98859800
374, -151289200
375, 168608896
376, 145512464
377, -198212064
378, 160854400
379, -128321512
380, -243927248
381, 270991296
382, -77405984
383, 19075322
384, 273106464
385, -250261200
386, -33537726
387, 69400552
388, -208283104
389, 158064960
390, 82281520
391, -71460480
392, 112084696
393, -80802992
394, -42611940
395, 6132712
396, -71023760
397, 83609616
398, -26269978
399, 43812820
400, 112943216
401, -149225728
402, 39484504
403, -12718253
404, -180631664
405, 195917984
406, 31176286
407, -82443888
408, 188446784
409, -157598080
410, -128693432
411, 159006320
412, -108366144
413, 50862952
414, 166978608
415, -151513008
416, -2811579
417, 42389632
418, -117612008
419, 75128096
420, 61186544
421, -57919336
422, 35163876
423, -7880239
424, -37544644
425, 8962646
426, -188516
427, 13134035
428, -17087338
429, 30142698
430, 42273296
431, -79139880
432, 23543662
433, 3838852
434, -112551080
435, 132055976
436, 48055748
437, -100208000
438, 131186768
439, -108281192
440, -148873808
441, 184003520
442, -67462984
443, 17886622
444, 198805600
445, -191532848
446, -29656950
447, 65320544
448, -166579312
449, 132440208
450, 82174184
451, -78857968
452, 99198192
453, -76770608
454, -59378616
455, 31352360
456, -71633912
457, 85138904
458, 4879712
459, 10321747
460, 114031400
461, -150696832
462, 8036978
463, 13629585
464, -184820096
465, 206992800
466, 51580848
467, -97713056
468, 210628944
469, -193462896
470, -141997568
471, 174991632
472, -159075648
473, 115349144
474, 189713088
475, -184291024
476, 71904232
477, -38323148
478, -162316976
479, 130909544
480, -21211336
481, 22054298
482, 99540208
483, -77460312
484, 37956544
485, -62118332
486, -70553056
487, 80692688
488, -85193584
489, 98589064
490, 105395152
491, -137683248
492, 96307008
493, -75942496
494, -168540560
495, 189461824
496, -40231204
497, -3883293
498, 193781744
499, -179212688
500, -47687800
501, 82146504
502, -148657376
503, 108599328
504, 100596064
505, -101163816
506, 67846520
507, -35400972
508, -86368568
509, 62392544
510, -17174316
511, 15060548
512, 38012100
513, -21371838
514, 26957718
515, -46584636
516, -17984184
517, 30116664
518, -65760508
519, 76912496
520, 55551544
521, -88186600
522, 74140880
523, -55097372
524, -120397800
525, 144229584
526, -22136172
527, -19161236
528, 153422640
529, -145878288
530, -61022592
531, 95048664
532, -123564384
533, 91871736
534, 115341800
535, -119807520
536, 58895816
537, -32572798
538, -110074472
539, 91751856
540, -18267534
541, 18286466
542, 72574472
543, -59584844
544, 30791676
545, -50223124
546, -58141164
547, 70445880
548, -69699112
549, 82313344
550, 94435712
551, -125159848
552, 82517400
553, -68388160
554, -156008784
555, 179624976
556, -41610020
557, 6665961
558, 190606384
559, -186884416
560, -29382564
561, 59224976
562, -169582848
563, 143441232
564, 77692432
565, -82334640
566, 115576840
567, -92698384
568, -74382424
569, 58858792
570, -79939944
571, 79661224
572, 42166000
573, -30636874
574, 90085280
575, -106660424
576, -29355444
577, 40081044
578, -123514664
579, 134256960
580, 61152164
581, -88630848
582, 134137136
583, -121514472
584, -116519848
585, 138414640
586, -97351568
587, 65561768
588, 149819568
589, -148461424
590, 32353558
591, -3776775
592, -135056080
593, 113827896
594, 15412942
595, -22656998
596, 90617632
597, -71230744
598, -19131892
599, 8937142
600, -60609144
601, 60694976
602, -2614202
603, 9640262
604, 70016008
605, -84983752
606, 7714263
607, 4535074
608, -100273080
609, 110187584
610, 26034964
611, -53366596
612, 110893512
613, -100691752
614, -81085032
615, 103979640
616, -80177248
617, 52971564
618, 118057872
619, -120971072
620, 24134638
621, 1270989
622, -113472272
623, 99037360
624, 18724530
625, -26037134
626, 82323128
627, -68655416
628, -24240834
629, 16425221
630, -62409328
631, 65090132
632, 7333489
633, -2288547
634, 75781080
635, -91428592
636, -4883515
637, 16479007
638, -107101064
